src,tgt
CC=CC1CC(O)CC1C(O)C(CC=O)S(=O)c1ccc(Br)cc1,*CC=CC1CC(O)CC1C(O)C(CC(*)=O)S(=O)c1ccc(Br)cc1
CC(=O)OCC1=C2CC3C(O)(CO)C4CC4C3(C)C3C(O)C4=C5C(C(=C(C)C(=O)OC)C(=O)C(O)C5(C)C5CC45)C23OC1=O,*CC(=O)OCC1=C2CC3C(O)(CO*)C4CC4C3(C)C3C(O)C4=C5C(C(=C(C)C(=O)OC)C(=O)C(O)C5(C)C5CC45)C23OC1=O
CCN(C)C(=O)C1=C(C)c2cc(OC)ccc2-c2c(C3CCCCC3)c3ccc(C=O)cc3n2C1,*CCN(C)C(=O)C1=C(C)c2cc(OC)ccc2-c2c(C3CCCCC3)c3ccc(C(*)=O)cc3n2C1
C(C)CC(C)OC(=O)CC(NC(=O)C(CC1(OC)OC(=O)Nc2ccccc21)N(C)C(=O)C(C)NC(=O)CC)c1ccc(O)cc1,*C(C)CC(C)OC(=O)CC(NC(=O)C(CC1(OC)OC(=O)Nc2ccccc21)N(C)C(=O)C(C)NC(=O)C(*)C)c1ccc(O)cc1
C(C(=O)NC(C)C(=O)OC(C(C)=CC)C(C)C(O)CC=C(C)C(=O)OC(CC(C)C)C(=O)NC(C)C(=O)N(C)C(Cc1ccc(Cl)cc1)C(=O)NC)C(C)CC,*C(C(=O)NC(C)C(=O)OC(C(C)=CC)C(C)C(O)CC=C(C)C(=O)OC(CC(C)C)C(=O)NC(C)C(=O)N(C)C(Cc1ccc(Cl)cc1)C(=O)N(*)C)C(C)CC
CCCCCCCCCCC(=O)N(Cc1cccc(OC)c1)C(C=O)c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12,*CCCCCCCCCCC(=O)N(Cc1cccc(OC)c1)C(C(*)=O)c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12
CCC(NC(C)=O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)N(CCCC[NH+]=C(N)N)C(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,*CCC(NC(C)=O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)N(CCCC[NH+]=C(N)N)C(C*)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O
c1cc(NC(C)=O)ccc1C(=O)N(C)CC(OC)C(C)CNC(=O)CC1CC1,*c1cc(NC(C)=O)ccc1C(=O)N(C)CC(OC)C(C)CN(*)C(=O)CC1CC1
C(CC(C)C)NC(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC[NH3+])NC(=O)CNC(=O)C(CC[NH3+])NC(=O)CC(O)CCCCCCC,*C(CC(C)C)NC(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC[NH3+])NC(=O)C(*)NC(=O)C(CC[NH3+])NC(=O)CC(O)CCCCCCC
C=CC#CCOc1cc(O)ccc1CNc1ccc(Br)cc1,*C=CC#CCOc1cc(O*)ccc1CNc1ccc(Br)cc1
CCCC(O)CCCC(O)CCCC(OC(=O)C=C(C)CCCCCC(O)CC(O)CCCC(O)CCCC(O)C)C(C)(C)C,*CCCC(O)CCCC(O)CCCC(OC(=O)C=C(C)CCCCCC(O)CC(O)CCCC(O)CCCC(O)C*)C(C)(C)C
NC(=O)C(CSSCC(N)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CO)C(=O)NCC(=O)NC(C(N)=O)C(C)CC)C(C)C)NC(=O)C(C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C([NH3+])CCCNC(N)=[NH2+],*NC(=O)C(CSSCC(N*)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CO)C(=O)NCC(=O)NC(C(N)=O)C(C)CC)C(C)C)NC(=O)C(C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C([NH3+])CCCNC(N)=[NH2+]
Cc1ccc(C(=O)OC2C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC=O)c4ccccc4)CC2(O)C3(C)C)cc1,*Cc1ccc(C(=O)OC2C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(*)=O)c4ccccc4)CC2(O)C3(C)C)cc1
CC1CC(CCCCCC(C)=CC(=O)OC(CCCC(O)CCCC(O)CCCC(O)CCCC2CCOC(C)(C)O2)C(C)(C)C)OC(C)(C)O1,*CC1CC(CCCCCC(C)=CC(=O)OC(CCCC(O)CCCC(O)CCCC(O)CCCC2CC(*)OC(C)(C)O2)C(C)(C)C)OC(C)(C)O1
C(Cc1ccc(OCCCC)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NCC(=O)N1CCCC1C(=O)NC(CCCC[NH3+])C(=O)NCC(=O)[O-],*C(Cc1ccc(OCCCC)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(*)C(=O)N1CCCC1C(=O)NC(CCCC[NH3+])C(=O)NCC(=O)[O-]
CC(NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCNNC(=O)CC[N+]1=C(C=CC=CC=CC=C2N(CCC(=O)[O-])c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21)C(C)O)C(=O)NC(C(=O)[O-])C(C)O,*CC(NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(*)NC(=O)C(Cc1ccccc1)NC(=O)CCNNC(=O)CC[N+]1=C(C=CC=CC=CC=C2N(CCC(=O)[O-])c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21)C(C)O)C(=O)NC(C(=O)[O-])C(C)O
CCC([S-])=[NH+]C(CSCc1c(O)cc(OC)c(C)c1C=O)c1nc(NC(C)=O)no1,*CCC([S-])=[NH+]C(CSCc1c(O)cc(OC)c(C)c1C(*)=O)c1nc(NC(C)=O)no1
CC(=O)OC(CC=C)C(=O)N1CCC(C)C1C(=O)NC(C(=O)N(C)C(C=O)C(C)C)C(C)CC,*CC(=O)OC(CC=C)C(=O)N1CCC(C)C1C(=O)NC(C(=O)N(C)C(C(*)=O)C(C)C)C(C)CC
COC(CN(C)C(=O)Oc1ccccc1)C(C)CN(C=O)C(C)CO,*COC(CN(C)C(=O)Oc1ccccc1)C(C)CN(C(*)=O)C(C)CO
C(C)C(=O)Nc1ccccc1-c1ccnc(CN2CCC(c3c(C)ccc(Cl)c3F)=CC2=O)c1,*C(C)C(=O)Nc1ccccc1-c1ccnc(C(*)N2CCC(c3c(C)ccc(Cl)c3F)=CC2=O)c1
CC(C)=CC(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)O,*CC(C)=CC(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(*)(C)O
CCSCC(NC(=O)C(C)NC(=O)CNC(=O)OC(C)(C)C)C(O)CC(C)C(=O)NCCCC,*CCSCC(NC(=O)C(C)NC(=O)C(*)NC(=O)OC(C)(C)C)C(O)CC(C)C(=O)NCCCC
C(O)C(C)CC(OC(=O)c1ccccc1)C(=O)C(C)=CC1CC1(C)C,*C(O)C(C)CC(OC(=O)c1ccccc1)C(=O)C(C)=CC1C(*)C1(C)C
OCCOCCOCCOc1cc(Cc2c3ccccc3c(C#N)c3ccccc23)ccc1,*OCCOCCOCCOc1cc(Cc2c3ccccc3c(C#N)c3ccccc23)ccc1*
NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(C(=O)NC(C)(C)C)N1CCCC1C(=O)NCC=O,*NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(C(=O)NC(C)(C)C)N1CCCC1C(=O)NCC(*)=O
CCCOc1ncc(-c2ccccc2O)n1C,*CCCOc1ncc(-c2ccccc2O*)n1C
C[NH2+]CCNC(C[NH2+])c1ccc([N+](=O)[O-])cc1,*C[NH2+]CCNC(C[NH2+]*)c1ccc([N+](=O)[O-])cc1
CC(O)CCC(C)C(OC(=O)C=CC=CC=CC=CC=CC=CCC(O)CC(O)CC(O)CC(O)CC(O)C)C(C)C,*CC(O)CCC(C)C(OC(=O)C=CC=CC=CC=CC=CC=CCC(O)CC(O)CC(O)CC(O)CC(O)C*)C(C)C
Oc1ccccc1C=CCNC(=O)C(CCC)NC(=O)C(NC(=O)CCc1ccc(O)cc1)C(C)C,*Oc1ccccc1C=CCNC(=O)C(CCC)NC(=O)C(NC(=O)C(*)Cc1ccc(O)cc1)C(C)C
CC(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)CNC(=O)C(CCCC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(CCSC)NC(=O)CNC(=O)C(Cc1ccccc1Cl)NC(=O)C(NC(=O)C(NC(C)=O)C(C)O)C(C)O)C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(N)=O,*CC(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(*)NC(=O)C(CCCC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(CCSC)NC(=O)CNC(=O)C(Cc1ccccc1Cl)NC(=O)C(NC(=O)C(NC(C)=O)C(C)O)C(C)O)C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(N)=O
NC(Cc1ccccc1)C(=O)NC(C[NH+]=C(NC)NCC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C=O)C(N)=O,*NC(Cc1ccccc1)C(=O)NC(C[NH+]=C(NC)NCC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(*)=O)C(N)=O
C(CC(N)=O)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NCC(=O)[O-],*C(CC(N)=O)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NC(*)C(=O)[O-]
CC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)NC=O)C(=O)N(C)C(C)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O,*CC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)NC(*)=O)C(=O)N(C)C(C)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O
C(CCCCCC)OC(=O)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)CC(C)C)C(C)C,*C(CCCCCC)OC(=O)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(*)C(C)C)C(C)C
Oc1cccc(-c2ccnc(Nc3cccc(C[NH+]CC(C)(C)C)c3)n2)c1,*Oc1cccc(-c2ccnc(Nc3cccc(C[NH+](*)CC(C)(C)C)c3)n2)c1
C=C(C)C=CC(C)C=CC(=O)OC(C(C)=CC=C(C)CNC(=O)C(NC=O)OC(=O)Nc1ccc2ccccc2c1)C(C)C=CC=CC(CC)OC,*C=C(C)C=CC(C)C=CC(=O)OC(C(C)=CC=C(C)CNC(=O)C(NC=O)OC(=O)Nc1ccc2ccccc2c1)C(C)C=CC=CC(CC*)OC
CCC([NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCc1ccccc1,*CCC([NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(*)C(=O)NCc1ccccc1
Oc1cc2cc(c1OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)Oc1ccc(cc1)C(O)C1NC(=O)C(NC(=O)C2NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)[NH2+]C)c2ccc(O)c(c2)-c2c(O)cc(O)cc2C(C(=O)[O-])NC1=O,*Oc1cc2cc(c1OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)Oc1ccc(cc1)C(O)C1NC(=O)C(NC(=O)C2NC(=O)C(CC(N)=O)NC(=O)C(*)NC(=O)C(CC(C)C)[NH2+]C)c2ccc(O)c(c2)-c2c(O)cc(O)cc2C(C(=O)[O-])NC1=O
C=C(C)C(=O)Nc1c(C[NH2+]C2CCN(Cc3ccccc3)CC2)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)CC)C3=O,*C=C(C)C(=O)Nc1c(C[NH2+]C2CCN(Cc3ccccc3)CC2)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(*)C)C3=O
C=CCCC1(O)C=C(c2nccc3c2[nH]c2c([N+](=O)[O-])cccc23)C2CC[NH+](C)CC23CC2C=CCCCC[NH+]2C13,*C=CCCC1(O)C=C(c2nccc3c2[nH]c2c([N+](=O)[O-])cccc23)C2CC[NH+](C*)CC23CC2C=CCCCC[NH+]2C13
CCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CNC(=O)C([NH3+])CCCNC(N)=[NH2+],*CCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CN(*)C(=O)C([NH3+])CCCNC(N)=[NH2+]
[NH+](CCNC(=O)Nc1ccc2ccccc2c1)C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)O,*[NH+](CCNC(=O)Nc1ccc2ccccc2c1)C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(*)(C)O
C(O)CCCC(O)CCCC(O)CCCC(O)CCCC(O)CCCC(O)CC(OC(=O)C=C(C)CCCC(O)CC(O)CCCCO)C(C)(C)C,*C(O)CCCC(O)CCCC(O)CCCC(O)CCCC(O)CCCC(O)CC(OC(=O)C=C(C)CCCC(O)CC(O)CCCC(*)O)C(C)(C)C
C(=O)Nc1cc(NC(=O)OC)ccc1-c1ccnc(CN2CCC(c3c(Br)ccc(C)c3F)=CC2=O)c1,*C(=O)Nc1cc(NC(=O)OC)ccc1-c1ccnc(C(*)N2CCC(c3c(Br)ccc(C)c3F)=CC2=O)c1
C(C)C(O)CC(=O)OC(CC=CC=C(C#N)C(O)CC)C1CCCC1C(=O)OCCC,*C(C)C(O)CC(=O)OC(CC=CC=C(C#N)C(O)C(*)C)C1CCCC1C(=O)OCCC
C(=O)NC(C(=O)[O-])C(=O)NC(CNC(=O)C(C)NC(=O)C=Cc1ccccc1)C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)NCC(C)O)C(O)C(O)C(N)=O)C(C)C,*C(=O)NC(C(=O)[O-])C(=O)NC(CNC(=O)C(C)NC(=O)C=Cc1ccccc1)C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)NC(*)C(C)O)C(O)C(O)C(N)=O)C(C)C
CCOC(CN(C)S(=O)(=O)c1ccc(OC)cc1)C(C)CN(C(=O)c1cc([N-]S(=O)(=O)c2cccs2)ccc1)C(C)CO,*CCOC(CN(C)S(=O)(=O)c1ccc(OC)cc1)C(C)CN(C(=O)c1cc([N-]S(=O)(=O)c2cccs2)ccc1*)C(C)CO
CC(=O)OC(CC1CO1)C(=O)N1CCCC1C(=O)NC(C(=O)N(C)C(C(=O)NC)C(C)C)C(C)C,*CC(=O)OC(CC1CO1)C(=O)N1CCCC1C(=O)NC(C(=O)N(C)C(C(=O)N(*)C)C(C)C)C(C)C
C(=O)OC(CC)C1(C)OC(=O)N(NCc2ccc(C#N)cc2)C1C(C)C(=O)C(C)CC(C)(OC)COC1OC(C)CC([NH+](C)C)C1O,*C(=O)OC(CC)C1(C)OC(=O)N(NCc2ccc(C#N)cc2)C1C(C)C(=O)C(C)CC(C)(OC)C(*)OC1OC(C)CC([NH+](C)C)C1O
NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1c[nH]cn1)NC(=O)c1ccccc1C=O,*NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1c[nH]cn1)NC(=O)c1ccccc1C(*)=O
CC(c1cc(-c2cc(F)ccc2N)ccn1)N1CCC(c2c(-n3cnnn3)ccc(Cl)c2F)=CC1=O,*CC(c1cc(-c2cc(F)ccc2N*)ccn1)N1CCC(c2c(-n3cnnn3)ccc(Cl)c2F)=CC1=O
C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(O)C[NH+]1CCCC1C(=O)NC(C)(C)C,*C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccc(*)cc1)C(O)C[NH+]1CCCC1C(=O)NC(C)(C)C
CCCC(CCC)NC(=O)N(CCF)N=O,*CCCC(CCC*)NC(=O)N(CCF)N=O
CCCCC=CCCOC(=O)N(CC)CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,*CCCCC=CCCOC(=O)N(CC*)CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12
C(CC1CCCCC1)NC(=O)C(Cc1ccccc1)NC(=O)CCc1c[nH]c2ccccc12,*C(CC1CCCCC1)NC(=O)C(Cc1ccccc1)NC(=O)C(*)Cc1c[nH]c2ccccc12
NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C1CC(O)CN1C(=O)CNC(=O)C(CCCC)NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CNC(=O)CCCS(=O)(=O)[N-]C(=O)CCCCCCCCCCCCCCC,*NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C1CC(O)CN1C(=O)C(*)NC(=O)C(CCCC)NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CNC(=O)CCCS(=O)(=O)[N-]C(=O)CCCCCCCCCCCCCCC
CCC[n+]1cccc(CCCCCCCCCCCC[n+]2cccc(C)c2)c1,*CCC[n+]1cccc(CCCCCCCCCCCC[n+]2cccc(C*)c2)c1
C(OC(=O)COc1ccccc1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(CC(C)C(=O)C(C)C1OC(=O)OC1(C)CCC)OCC=C,*C(OC(=O)COc1ccccc1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(CC(C)C(=O)C(C)C1OC(=O)OC1(C)C(*)CC)OCC=C
CCCCNC(=O)CCC(NC(=O)C(CC1CCCCC1)NC(=O)CNC(=O)OCc1ccccc1)C(=O)OC,*CCCCNC(=O)CCC(NC(=O)C(CC1CCCCC1)NC(=O)C(*)NC(=O)OCc1ccccc1)C(=O)OC
C(=O)NC(c1nc(-c2nc(-c3nc(C(=O)NC(CC[NH3+])c4nc(-c5ncco5)co4)co3)co2)co1)C(C)C,*C(=O)NC(c1nc(-c2nc(-c3nc(C(=O)NC(CC[NH3+])c4nc(-c5nc(*)co5)co4)co3)co2)co1)C(C)C
CCC([NH3+])C(=O)OCC(C)NC(=O)CCC(=O)N(CCO)Cc1ccccc1,*CCC([NH3+])C(=O)OCC(C)NC(=O)C(*)CC(=O)N(CCO)Cc1ccccc1
CNC(=O)C(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCCN1C(=O)C(Cc1ccccc1)NC(=O)C,*CNC(=O)C(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCCN1C(=O)C(Cc1ccccc1)NC(=O)C*
CC(C)N(CCOC(=O)CCCCCCCCC(C)N(CCOC(=O)CCCCCCCCC(C)N(CCOC=O)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,*CC(C)N(CCOC(=O)CCCCCCCCC(C)N(CCOC(=O)CCCCCCCCC(C)N(CCOC(*)=O)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
CC(=O)NCC(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(CC1CCCCC1)CO,*CC(=O)NCC(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(CC1CCCCC1)C(*)O
C(=O)CC(OC(C)=O)C(OC)C(OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CCC)C(C)O2)C([NH+](C)C)C1OC(C)=O)C(CC=O)CCC,*C(=O)CC(OC(C)=O)C(OC)C(OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CCC)C(C)O2)C([NH+](C)C)C1OC(C)=O)C(CC=O)CC(*)C
C[NH+](C)CCC[NH+](C)C(CCCCCCCCCCCCCCC)CC=O,*C[NH+](C)CCC[NH+](C)C(CCCCCCCCCCCCCCC)CC(*)=O
CC=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3c(C)c(OC)ccc23)CN1C(=O)CNC(=O)N(CC)CC)C(=O)[N-]S(=O)(=O)C1CC1,*CC=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3c(C)c(OC)ccc23)CN1C(=O)C(*)NC(=O)N(CC)CC)C(=O)[N-]S(=O)(=O)C1CC1
C(=O)NC1=CC(=O)C(NCC[NH+](C)C)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(=O)NCC[NH+](C)C)COC)C1=O,*C(=O)NC1=CC(=O)C(NCC[NH+](C)C)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(=O)NCC[NH+](C)C)C(*)OC)C1=O
C(=O)C1CCCCN1C(=O)C(COC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)CNC(=O)C1CCCCN1C(=O)C(COC(=O)CC(C)C)NC(=O)c1nc2ccccc2cc1O)NC(=O)c1nc2ccccc2cc1[O-],*C(=O)C1CCCCN1C(=O)C(COC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)CNC(=O)C1CCCCN1C(=O)C(COC(=O)C(*)C(C)C)NC(=O)c1nc2ccccc2cc1O)NC(=O)c1nc2ccccc2cc1[O-]
CCOC(CN(C)S(=O)(=O)c1ccc(Cl)cc1)C(C)CN(C(=O)c1cc(NS(=O)(=O)c2ccc(C)cc2)ccc1)C(C)CO,*CCOC(CN(C)S(=O)(=O)c1ccc(Cl)cc1)C(C)CN(C(=O)c1cc(NS(=O)(=O)c2ccc(C)cc2)ccc1*)C(C)CO
CCOc1cc(N)ccc1OCCOCCOCCO,*CCOc1cc(N)ccc1OCCOCCOCCO*
CCOCCOC1C(=O)N(Cc2c(C)oc3c(C)c4oc(=O)cc(C)c4cc23)C(=O)C1O,*CCOCCOC1C(=O)N(Cc2c(C)oc3c(C)c4oc(=O)cc(C)c4cc23)C(=O)C1O*
C=CC=Cc1csc(C(C)NC(=O)CC2(C)S(=O)SC(=O)C2(C)O)n1,*C=CC=Cc1csc(C(C)NC(=O)CC2(C*)S(=O)SC(=O)C2(C)O)n1
COCc1cccc(COCCOCCOc2ccc(C(C)(C)CC(C)(C)C)cc2OC)c1C(=O)[O-],*COCc1cccc(COCCOCCOc2ccc(C(C)(C)CC(C)(C)C)cc2OC*)c1C(=O)[O-]
OCC[NH+](CCOCCOCC[NH+]Cc1ccccc1)Cc1ccccc1,*OCC[NH+](CCOCCOCC[NH+](*)Cc1ccccc1)Cc1ccccc1
C=CCCC[n+]1cccc(CCCCCCCCCCCC[n+]2cccc(CCC)c2)c1,*C=CCCC[n+]1cccc(CCCCCCCCCCCC[n+]2cccc(CCC*)c2)c1
C(=O)N(C)CC(=O)NC(C(=O)OCC(C)CCCCCCCCCCCC(C)C)C(O)C(N)=O,*C(=O)N(C)CC(=O)NC(C(=O)OC(*)C(C)CCCCCCCCCCCC(C)C)C(O)C(N)=O
C1CC(C)CC(C(C=CC=CCCC=CC=CC(=O)NC(C(=O)OC(C(C)C(O)CC=C(C)C(O)C(C)C=C(C)CO)C(NC(=O)C(C)C(O)CCC(C)C(O)C(C)=CC(C)C(O)C(CC(C)C)NC(=O)C=CC(C)(C)C(=O)C(C)C(O)C(C)C)C(C)O)C(O)C(=O)[O-])OC)O1,*C1CC(C)CC(C(C=CC=CCCC=CC=CC(=O)NC(C(=O)OC(C(C)C(O)CC=C(C)C(O)C(C)C=C(C)C(*)O)C(NC(=O)C(C)C(O)CCC(C)C(O)C(C)=CC(C)C(O)C(CC(C)C)NC(=O)C=CC(C)(C)C(=O)C(C)C(O)C(C)C)C(C)O)C(O)C(=O)[O-])OC)O1
NC(=O)C([NH2+]Cc1cccc(OCCO)c1)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C,*NC(=O)C([NH2+]Cc1cccc(OCCO*)c1)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C
CCC[NH2+]C(CCCCCCCCCCCCCCC)CC(=O)NCCC[NH2+]CC,*CCC[NH2+]C(CCCCCCCCCCCCCCC)CC(=O)NCCC[NH2+]CC*
CC=CC(C)C(OC(=O)CCO)C(C)=CC=CC(C)C(O)C1OC1C(C)C(CC)OC,*CC=CC(C)C(OC(=O)CC(*)O)C(C)=CC=CC(C)C(O)C1OC1C(C)C(CC)OC
Cc1cncn1Cc1ccc(C#N)c(Oc2ccc3ccccc3c2)c1,*Cc1cncn1Cc1ccc(C#N)c(Oc2ccc3cccc(*)c3c2)c1
C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CSSC1CCCCC1)C(=O)N1CCCC1C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C)C(N)=O,*C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CSSC1(*)CCCCC1)C(=O)N1CCCC1C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C)C(N)=O
CCOC1=C(C)C(=O)SC1(C)C1(O)C(=O)Nc2ccc(F)cc21,*CCOC1=C(C)C(=O)SC1(C)C1(O)C(=O)N(*)c2ccc(F)cc21
