src,tgt
CCOCC[NH+](CC)CCn1cc(C2=C(c3cn(CCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,*CCOCC[NH+](CC)CCn1cc(C2=C(c3cn(CCO*)c4ccccc34)C(=O)NC2=O)c2ccccc21
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)N(CC(=O)NC(CC(C)C)C(=O)NCC(N)=O)Cc1cccs1)C(C)CC,*CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(C*)C(=O)N(CC(=O)NC(CC(C)C)C(=O)NCC(N)=O)Cc1cccs1)C(C)CC
CCOCCOc1cc(C=C)ccc1OCCOCCO,*CCOCCOc1cc(C=C)ccc1OCCOCCO*
COCC[NH+](CC)CCOCCn1cc(C2=C(c3cnc4ccccc34)C(=O)NC2=O)c2ccccc21,*COCC[NH+](CC)CCOCCn1cc(C2=C(c3cn(*)c4ccccc34)C(=O)NC2=O)c2ccccc21
CC=CCCCCC(=O)NC(c1ccccc1)C(O)C(=O)OC1CC2(O)C(OC=O)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(O)C(=C1C)C2(C)C,*CC=CCCCCC(=O)NC(c1ccccc1)C(O)C(=O)OC1CC2(O)C(OC(*)=O)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(O)C(=C1C)C2(C)C
CCCCCCCCCC(CC)=NOC(=O)COc1ccccc1Cl,*CCCCCCCCCC(CC*)=NOC(=O)COc1ccccc1Cl
CN(C(C)C)S(=O)(=O)[N-]C(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CC(C=O)=Cc1cc(OC)ccc1-3,*CN(C(C)C)S(=O)(=O)[N-]C(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CC(C(*)=O)=Cc1cc(OC)ccc1-3
CCCCCCCC1(CC)N=NC(=Nc2ccc(Cl)cc2)S1,*CCCCCCCC1(CC*)N=NC(=Nc2ccc(Cl)cc2)S1
CCC=CCC(OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)CC)C(C)=Cc1csc(C)n1,*CCC=CCC(OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(*)C)C(C)=Cc1csc(C)n1
CCCC1NC(=O)C(CCCCCSSc2ccccn2)NC(=O)C2CCCN2C(=O)C(CCC)NC1=O,*CCCC1NC(=O)C(CCCCCSSc2ccccn2)NC(=O)C2CCCN2C(=O)C(CCC*)NC1=O
C=CCC(C=C(C)C=CC(C)C=CC(=O)OC(C(C)=CC=C(C)CNC(=O)C(NC=O)OC(=O)Nc1ccc2ccccc2c1)CC)OC,*C=CCC(C=C(C)C=CC(C)C=CC(=O)OC(C(C)=CC=C(C)CNC(=O)C(NC=O)OC(=O)Nc1ccc2ccccc2c1)C(*)C)OC
CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=CC(CC1OC(CCO)CC(O)C1C(=O)[O-])OC1OC(C)C(O)C([NH3+])C1O,*CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=CC(CC1OC(CC(*)O)CC(O)C1C(=O)[O-])OC1OC(C)C(O)C([NH3+])C1O
CCCCC(=O)NCCCC(CC)NS(=O)(=O)Cc1ccccc1,*CCCCC(=O)NCCCC(CC*)NS(=O)(=O)Cc1ccccc1
C=Cc1cc(OC(C)=O)cc(O)c1C(=O)OC(C)CC,*C=Cc1cc(OC(C)=O)cc(O)c1C(=O)OC(C)CC*
C(=O)OC(C)CC(C)C=C(C)CC(C)C(=O)NC(C)C(=O)N(C)CCc1ccc(O)c(Br)c1,*C(=O)OC(C)CC(C)C=C(C)CC(C)C(=O)NC(C)C(=O)N(C)C(*)Cc1ccc(O)c(Br)c1
CCOCCOCCOc1ccc(C[NH2+]C(C=O)C(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)cc1,*CCOCCOCCOc1ccc(C[NH2+]C(C(*)=O)C(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)cc1
CC(OC(=O)CC)C(OC)C(OC1OC(C)C(O)C([NH+](C)C)C1O)C(CC=O)CC(C)C(C=CC(CO)[NH+](C)CCCc1cccc2ccccc12)OC(C)=O,*CC(OC(=O)CC)C(OC)C(OC1OC(C)C(O)C([NH+](C)C)C1O)C(CC=O)CC(C)C(C=CC(C(*)O)[NH+](C)CCCc1cccc2ccccc12)OC(C)=O
C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C1CCCCN1C(=O)C(=O)C1(O)OC(CCOC)CCC1C)C(C)CC1CCC(OC(=O)Cc2ccc(N=[N+]=[N-])c(I)c2)C(OC)C1,*C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C1CCCCN1C(=O)C(=O)C1(O)OC(CC(*)OC)CCC1C)C(C)CC1CCC(OC(=O)Cc2ccc(N=[N+]=[N-])c(I)c2)C(OC)C1
NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CSS)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)C(C)CC,*NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CSS*)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)C(C)CC
OC(=O)C(CC=CCCCC(=O)NC(CO)Cc1ccccc1)CC(=O)OC(C)(C)C,*OC(=O)C(CC=CCC(*)CC(=O)NC(CO)Cc1ccccc1)CC(=O)OC(C)(C)C
CC=C(C)CCC(C(=C)C)C(O)C=C(CC)COC(C)=O,*CC=C(C)CCC(C(=C)C)C(O)C=C(CC*)COC(C)=O
CCc1cccc(CC[NH2+]CCNCc2ccc(C[NH2+]Cc3ccccn3)cc2)n1,*CCc1cccc(CC[NH2+]CCN(*)Cc2ccc(C[NH2+]Cc3ccccn3)cc2)n1
C(O)CC=CC(=O)C(C)C(OC)c1coc(-c2coc(-c3coc(C=CCCC(C)CCC(OC)C(C)CCC(=O)C(C)C(OC)C(C)C=CN(C)C=O)n3)n2)n1,*C(O)CC=CC(=O)C(C)C(OC)c1coc(-c2coc(-c3coc(C=CCCC(C)C(*)CC(OC)C(C)CCC(=O)C(C)C(OC)C(C)C=CN(C)C=O)n3)n2)n1
C=C(C)CC(CC1=CC(=O)OC(C(C)C(CC(C=CC(C)C(CC(C=CC(C)CC(C)C(OC)C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC)OC)OC)OC)C1)OC,*C=C(C)CC(CC1=CC(=O)OC(C(C)C(CC(C=CC(C)C(CC(C=CC(C)C(*)C(C)C(OC)C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC)OC)OC)OC)C1)OC
c1nc(-c2nc(C(=O)NC(c3nc(-c4nc(-c5nc(C(=O)NCCCCC[NH+](C)C)co5)co4)co3)C(C)C)co2)co1,*c1nc(-c2nc(C(=O)NC(c3nc(-c4nc(-c5nc(C(=O)NC(*)CCCC[NH+](C)C)co5)co4)co3)C(C)C)co2)co1
CCOc1cc(N)[nH+]c(C)c1CNC(=O)c1cnn(Cc2ccc(Cn3cccn3)cc2)c1,*CCOc1cc(N)[nH+]c(C)c1CNC(=O)c1cnn(Cc2ccc(Cn3cccn3)cc2*)c1
CCCCCc1cnc(N)nc1CC,*CCCCCc1cnc(N)nc1CC*
CCCCC(=O)N(Cc1ccc(Cl)cc1Cl)C(C(=O)NCC)c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12,*CCCCC(=O)N(Cc1ccc(Cl)cc1Cl)C(C(=O)NCC*)c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12
CNC(=O)N1CC(Oc2nc(-c3ccccc3)nc3c(C)c(OC)ccc23)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1,*CNC(=O)N1CC(Oc2nc(-c3ccccc3)nc3c(C)c(OC)ccc23)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1*
NC(C(=O)N1CCCC1c1nc(-c2ccc(-c3cc4cc(-c5cnc(C6CCCN6C(=O)C(NC(=O)OC)C(C)C)[nH]5)ccc4o3)cc2)c[nH]1)C(C)C,*NC(C(=O)N1CC(*)CC1c1nc(-c2ccc(-c3cc4cc(-c5cnc(C6CCCN6C(=O)C(NC(=O)OC)C(C)C)[nH]5)ccc4o3)cc2)c[nH]1)C(C)C
c1cccc(C[NH2+]CC[NH+]Cc2cccc(CN3CC[NH2+]Cc4cccc(n4)C[NH2+]CC3)c2)n1,*c1cccc(C[NH2+]CC[NH+](*)Cc2cccc(CN3CC[NH2+]Cc4cccc(n4)C[NH2+]CC3)c2)n1
C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NCC(=O)N1CCCC1C(=O)N(C)C(CC(C)C)C(=O)N(C)CC(N)=O)C(C)CC,*C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(*)C(=O)N1CCCC1C(=O)N(C)C(CC(C)C)C(=O)N(C)CC(N)=O)C(C)CC
C=CC=CC(=O)C(C=C(C)CCC1(CC(=O)NCC)S(=O)SC(=O)C1(C)O)OC(=O)C(C)NC(=O)OCc1ccccc1,*C=CC=CC(=O)C(C=C(C)CCC1(CC(=O)NC(*)C)S(=O)SC(=O)C1(C)O)OC(=O)C(C)NC(=O)OCc1ccccc1
CNC(C[NH2+]CC[NH2+])c1ccc2ccc3ccccc3c2c1,*CNC(C[NH2+]CC[NH2+]*)c1ccc2ccc3ccccc3c2c1
CN(CC[NH2+]CCNC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,*CN(CC[NH2+]CCN(*)C(=O)OCc1ccccc1)C(=O)OCc1ccccc1
C(=O)C(CC(C)C)N(C)C(=O)C(CNC(=O)C(CC(C)C)N(C)C(=O)CNC(=O)C(CC(C)C)N(C)C(=O)C(CNC(=O)CCC(C)C)NC(=O)c1ccc2ccccc2n1)NC(=O)c1ccc2ccccc2n1,*C(=O)C(CC(C)C)N(C)C(=O)C(CNC(=O)C(CC(C)C)N(C)C(=O)CNC(=O)C(CC(C)C)N(C)C(=O)C(CNC(=O)C(*)CC(C)C)NC(=O)c1ccc2ccccc2n1)NC(=O)c1ccc2ccccc2n1
[NH+]=C([O-])CC(NC(=O)C(CCCNC(N)=[NH2+])NC(C)=O)C(=O)N1CC(OCc2ccccc2)CC1C([O-])=[NH+]C(Cc1ccccc1)C([O-])=[NH+]C(CCCNC(N)=[NH2+])C([O-])=[NH+]C(Cc1c[nH]c2ccccc12)C([O-])=[NH+]CC(N)=O,*[NH+]=C([O-])CC(NC(=O)C(CCCNC(N)=[NH2+])NC(C)=O)C(=O)N1CC(OCc2ccccc2)CC1C([O-])=[NH+]C(Cc1ccccc1)C([O-])=[NH+]C(CCCNC(N)=[NH2+])C([O-])=[NH+]C(Cc1c[nH]c2ccccc12)C([O-])=[NH+]C(*)C(N)=O
CCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(CCC)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O,*CCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(CCC*)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O
CCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCCC(NC(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CCCCNC(=O)CCOCCO)NC(C)=O)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],*CCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCCC(NC(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CCCCNC(=O)CCOCCO*)NC(C)=O)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-]
C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(OCC[NH2+]CCOCCNc2cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3cc2Cl)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)O,*C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(OCC[NH2+]CCOCCNc2cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3cc2Cl)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(*)(C)O
CCOCCOCCOc1ccc(P(=O)([O-])[O-])cc1,*CCOCCOCCOc1ccc(P(=O)([O-])[O-])cc1*
C(CCCCCCCCCCC)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CO)NC(=O)CCC(C)C)C(C)O)C(C)CC,*C(CCCCCCCCCCC)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CO)NC(=O)C(*)CC(C)C)C(C)O)C(C)CC
C=C(C)CCC=C(C)CC(O)C1CCOC(=O)C1=C,*C=C(C)CCC=C(C)CC(O)C1CC(*)OC(=O)C1=C
C(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC[NH3+])NC(=O)CNC(=O)C(CC[NH3+])NC(=O)C(NC(=O)C(CC[NH3+])NC(=O)CCCc1cc2ccc3cccc4ccc(c1)c2c34)C(C)O,*C(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC[NH3+])NC(=O)C(*)NC(=O)C(CC[NH3+])NC(=O)C(NC(=O)C(CC[NH3+])NC(=O)CCCc1cc2ccc3cccc4ccc(c1)c2c34)C(C)O
CC=C(SCCCSC)C(=C)CCCC,*CC=C(SCCCSC)C(=C)CCCC*
CCC(=O)CCC(=O)OCC1OC(OC2C(OCCCC)OC(C)C(O)C2O)C(O)C(OC(=O)C(C)=CC)C1OC(=O)C=Cc1ccccc1,*CCC(=O)CCC(=O)OCC1OC(OC2C(OC(*)CCC)OC(C)C(O)C2O)C(O)C(OC(=O)C(C)=CC)C1OC(=O)C=Cc1ccccc1
C(OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)CC)C(C)=Cc1csc(C)n1,*C(OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(*)C)C(C)=Cc1csc(C)n1
C(Cc1ccc(O)cc1)C(=O)NC(CSCCC[NH3+])C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NCC(=O)NC(CSC[NH2+]C)C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)NC(CCCC[NH3+])C(=O)NC(CSCNC(C)=O)C(=O)NCC(=O)NC(CSCNC(C)=O)C(N)=O,*C(Cc1ccc(O)cc1)C(=O)NC(CSCCC[NH3+])C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NC(*)C(=O)NC(CSC[NH2+]C)C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)NC(CCCC[NH3+])C(=O)NC(CSCNC(C)=O)C(=O)NCC(=O)NC(CSCNC(C)=O)C(N)=O
CC(O)CC(=O)C(O)C(O)C(C)CC(C)OC(=O)C(C)C(O)CCCCC1OC1CC(C)CC=C,*CC(O)CC(=O)C(O)C(O)C(C)CC(C)OC(=O)C(C)C(O)CCCCC1OC1CC(C)CC(*)=C
CCCCOC(=O)NCC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,*CCCCOC(=O)N(*)CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12
NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C[NH2+]CC(Cc1ccc(O)cc1)NC(=O)CSCC1CC2c3cccc4[nH]cc(c34)CC2[NH+](C)C1)C(C)O,*NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(*)[NH2+]CC(Cc1ccc(O)cc1)NC(=O)CSCC1CC2c3cccc4[nH]cc(c34)CC2[NH+](C)C1)C(C)O
CCCOC(CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1)C(C)CN(C(=O)c1cc(NC(=O)Nc2ccc3c(c2)OCO3)ccc1)C(C)CO,*CCCOC(CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1)C(C)CN(C(=O)c1cc(NC(=O)Nc2ccc3c(c2)OCO3)ccc1*)C(C)CO
OC(=O)Nc1cccc(C(CC(=O)OCC)NC(=O)CNc2ccc3cc[nH]c(=O)c3c2)c1,*OC(=O)Nc1cccc(C(CC(=O)OCC)NC(=O)C(*)Nc2ccc3cc[nH]c(=O)c3c2)c1
C(=O)C(Cc1ccccc1)NC(=O)C1(NC(=O)C(CC(C)C)NCCOc2ccccc2)CC1,*C(=O)C(Cc1ccccc1)NC(=O)C1(NC(=O)C(CC(C)C)NCCOc2ccccc2*)CC1
NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C1CC2CCCCC2N1C(=O)C1Cc2ccccc2CN1C(=O)C(C)NC(=O)C(Cc1ccccc1)N,*NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C1CC2CCCCC2N1C(=O)C1Cc2ccccc2CN1C(=O)C(C)NC(=O)C(Cc1ccccc1)N*
CCCCCC[NH+](CC(O)C(O)C(O)CO)CC(O)C(O)C(O)CO,*CCCCCC(*)[NH+](CC(O)C(O)C(O)CO)CC(O)C(O)C(O)CO
C(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(NCCOc1ccccc1)C(C)CC,*C(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(NCCOc1ccccc1*)C(C)CC
CCCCCCCC(=O)OCCCC=NOC(=O)C(C)Oc1ccc(C)cc1,*CCCCCCCC(=O)OCCCC(*)=NOC(=O)C(C)Oc1ccc(C)cc1
C=CC=CC(Cc1c(Cl)c(O)cc(O)c1C(=O)OCC)=NO,*C=CC=CC(Cc1c(Cl)c(O)cc(O)c1C(=O)OC(*)C)=NO
COCCOCCOCCOc1cc(Cc2c3ccccc3c(C#N)c3ccccc23)ccc1O,*COCCOCCOCCOc1cc(Cc2c3ccccc3c(C#N)c3ccccc23)ccc1O*
NC(Cc1ccccc1)C(=O)NCC(C)(C)C(=O)OC(CC(C)C)C(=O)OCC(C)C1OC1c1ccccc1,*NC(Cc1ccccc1)C(=O)NCC(C)(C)C(=O)OC(CC(C)C)C(=O)OC(*)C(C)C1OC1c1ccccc1
SSCC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CC(c1ccccc1)c1ccccc1)C(C)C)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O,*SSCC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(*)C(c1ccccc1)c1ccccc1)C(C)C)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O
SCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC=O)C(C)CC)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NCC(N)=O,*SCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(*)=O)C(C)CC)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NCC(N)=O
C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N1CCCC1C(=O)NCC(N)=O,*C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(*)C(=O)N1CCCC1C(=O)NCC(N)=O
CC(NC(=O)C(CC(C)C)C(CCCOC(=O)N)C(=O)NO)C(=O)NC(CCCCNC(=O)OC(C)(C)C)C(=O)NC,*CC(NC(=O)C(CC(C)C)C(CCCOC(=O)N*)C(=O)NO)C(=O)NC(CCCCNC(=O)OC(C)(C)C)C(=O)NC
C(=O)N(C)CC(=O)NC(CC(=O)NC1CC1)C(=O)OCC(C)CCCCCCCCCCCCCC,*C(=O)N(C)CC(=O)NC(CC(=O)NC1CC1)C(=O)OC(*)C(C)CCCCCCCCCCCCCC
COc1cc2c(cc1OCCCOc1cc3c(cc1OC)C(=O)N1CCCC1C=N3)N=CC1CCCN1C2=O,*COc1cc2c(cc1OCCCOc1cc3c(cc1OC*)C(=O)N1CCCC1C=N3)N=CC1CCCN1C2=O
C=CC(=O)OC(C(C)C=CC=C)C(C)C(O)CCC(C)CC(C)C(O)C(C)C=CC(O)C,*C=CC(=O)OC(C(C)C=CC=C)C(C)C(O)CCC(C)CC(C)C(O)C(C)C=CC(O)C*
CCCc1ccc[n+](CCCCCCCCCCCCCCc2ccc[n+](CC)c2)c1,*CCCc1ccc[n+](CCCCCCCCCCCCCCc2ccc[n+](CC*)c2)c1
OCc1cc(OC)ccc1S(=O)(=O)NCC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,*OCc1cc(OC)ccc1S(=O)(=O)N(*)CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12
C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)NC(=O)C1CSSCC(NC(=O)C[NH3+])C(=O)NCC(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCC[NH3+])C(=O)N2CCCC2C(=O)N1)C(C)C)C(N)=O,*C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)NC(=O)C1CSSCC(NC(=O)C[NH3+])C(=O)NC(*)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCC[NH3+])C(=O)N2CCCC2C(=O)N1)C(C)C)C(N)=O
C(OC1CC(C)(OC)C(OC(=O)CCOCCNc2ccc3c(c2)c(=O)c(C(=O)OC(C)C)cn3C2CC2)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C(C)(O)CCC,*C(OC1CC(C)(OC)C(OC(=O)CCOCCNc2ccc3c(c2)c(=O)c(C(=O)OC(C)C)cn3C2CC2)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C(C)(O)C(*)CC
C=CC1CC1(NC(=O)C1CC(Oc2cc(OCC)nc3c(C)cccc23)CC1C(=O)NC)C(=O)[O-],*C=CC1CC1(NC(=O)C1CC(Oc2cc(OCC)nc3c(C)cccc23)CC1C(=O)N(*)C)C(=O)[O-]
C=CC1CC1(NC(=O)C1CC2(CCc3c(c(C4CC4)nc4ccc(OC)cc34)O2)CN1C(=O)C(C)NC(=O)OCC(C)C)C(=O)[N-]S(=O)(=O)C1(C)CC1,*C=CC1CC1(NC(=O)C1CC2(CCc3c(c(C4CC4)nc4ccc(OC)cc34)O2)CN1C(=O)C(C*)NC(=O)OCC(C)C)C(=O)[N-]S(=O)(=O)C1(C)CC1
CCOCCOCCOc1ccc(Br)cc1OCCO,*CCOCCOCCOc1ccc(Br)cc1OCCO*
CC(c1cc(-c2ccc(NC3OC(CO)C(O)C(OC)C3O)cc2)ccn1)N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O,*CC(c1cc(-c2ccc(NC3OC(CO)C(O)C(OC)C3O)cc2*)ccn1)N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O
CC(=O)N1CN2CN(C1)C(=O)CCSCC(C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c3ccccc13)C(=O)[O-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CNC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C([NH3+])CCCNC(N)=[NH2+])CSCCC2=O,*CC(=O)N1CN2CN(C1)C(=O)CCSCC(C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c3ccccc13)C(=O)[O-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(*)NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C([NH3+])CCCNC(N)=[NH2+])CSCCC2=O
C(C)=CCC(O)CC1C=CCC(CC(OC)C(C)C(O)CC(O)C(C)C(OC(=O)C=CC(C)=CCC(O)CC2CCCC(CC(OC)C(C)C(O)CC(O)C(C)C(O)C(C)CC(C)CCC3CC(OC)CC(C)O3)O2)C(C)C(O)C(C)CCC2CC(OC)CC(C)O2)O1,*C(C)=CCC(O)CC1C=CCC(CC(OC)C(C)C(O)CC(O)C(C)C(OC(=O)C=CC(C)=CCC(O)CC2CCCC(CC(OC)C(C)C(O)CC(O)C(C)C(O)C(C)C(*)C(C)CCC3CC(OC)CC(C)O3)O2)C(C)C(O)C(C)CCC2CC(OC)CC(C)O2)O1
CCC1OC1(C)CC1OC(=O)C(=C)C1CC=C(C)COC(C)=O,*CCC1OC1(C)CC1OC(=O)C(=C)C1CC=C(C)C(*)OC(C)=O
CCCCCCCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CNC(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O,*CCCCCCCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(*)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O
